cmc_id,symbol,name,sector,peak_mcap,last_mcap,n_months,first_m,last_m,dl_chain,map_via,chain_dex_30d,mat_ratio,rung,rung_reason
1299,PUT,PutinCoin,,7586575.19739248,46664.11926017,21,2016-11-30,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
656,PXI,Prime-XI,,516278.04011082,4304.6397966,15,2017-02-28,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1681,PZM,PRIZM,IoT,313460380.4487715,5812665.82961005,71,2017-07-31,2023-10-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
53,QRK,Quark,,26237046.447293,1276179.45460742,45,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1712,QRL,Quantum Resistant Ledger,DePIN,199800233.1740707,199800233.1740707,102,2017-06-30,2025-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2212,QSP,Quantstamp,Smart Contract Platform,231122198.51588297,4653587.03119283,72,2017-11-30,2023-10-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
461,QTL,Quatloo,,451919.28459135,451919.28459135,27,2015-11-30,2018-01-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
29169,QUBIC,Qubic,AI/Big Data;Layer-1,546719545.3311827,66981642.47210323,23,2024-07-31,2026-05-31,Qubic,cmcId,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
572,RBBT,RabbitCoin,,33591.66570675,21030.44648741,5,2015-08-31,2015-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1175,RBIES,Rubies,,410632.4859114,55194.49772223,24,2016-03-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
215,RBY,Rubycoin,,36669485.65239803,3130904.54936762,46,2015-08-31,2020-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1147,RC,RussiaCoin,,14806850.11953225,1402504.13966374,20,2016-02-29,2018-09-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
118,RDD,ReddCoin,,331482074.8436046,4713888.32398151,92,2015-08-31,2023-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
103,RED,RedCoin,Chain;Oracle,642732.54768676,191581.46456101,29,2015-08-31,2018-04-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1307,REE,ReeCoin,,540306.94853455,332846.75329924,22,2016-07-31,2018-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2135,REV,Revain,Smart Contract Platform,1668970393.1091013,8627178.6748582,73,2017-11-30,2023-11-30,,,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
2021,REV,RChain,DePIN;Smart Contract Platform,696966487.2872303,4446321.49097456,54,2017-11-30,2022-08-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1140,RHC,RhinoCoin,,83266.87228307,5945.63536975,11,2016-01-31,2016-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
160,RIC,Riecoin,,16301477.20760559,2156823.66189275,35,2015-08-31,2018-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
496,RIN,Ringo,Dexs,32062.51321378,23976.84295302,4,2015-08-31,2016-01-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1294,RISE,Rise,Cross Chain Bridge,142327591.37573197,937390.08424346,43,2016-06-30,2020-11-30,RISE,symbol,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
14101,RON,Ronin,Canonical Bridge;Gaming;Layer-1,1214110805.167917,63651673.18164476,40,2023-02-28,2026-05-31,Ronin,cmcId,18781496.0,0.29506680753548553,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.2951>= 0.01)
7653,ROSE,Oasis,Dexs;AI/Big Data;NFT;DePIN;Layer-1;Privacy;Smart Contract Platform,1501314873.109327,68859755.12492906,66,2020-12-31,2026-05-31,Oasis Emerald,cmcId,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
2577,RVN,Ravencoin,NFT;RWA,1594437542.6361828,86013971.9272731,99,2018-03-31,2026-05-31,,,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
32684,S,Sonic,Chain;Layer-1,1938442874.8177493,114695203.89649402,17,2025-01-31,2026-05-31,Sonic,gecko,43417616.0,0.3785477903608067,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.3785>= 0.01)
1417,SAC,SACoin,Yield,563485.86066356,312702.01565241,15,2016-10-31,2017-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
3918,SAFE,Safe,Services;Yield;Payments,835430651.29488,133493250.36522277,36,2019-09-30,2022-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
21585,SAFE,Safe,Services;Yield,909537441.105322,93937814.10519011,25,2024-05-31,2026-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
30372,SAGA,Saga,Chain;AI Agents;AI/Big Data;Gaming;Layer-1,289677101.1472215,11064975.80372174,23,2024-04-30,2026-02-28,Saga,cmcId,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1996,SALT,SALT,Dexs;Smart Contract Platform,694306236.1427104,3987158.03962308,53,2017-09-30,2023-10-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
4121,SAPP,Sapphire,,393955527.0614956,48773018.29293843,18,2021-01-31,2023-03-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1042,SC,Siacoin,DePIN;Storage,1944716471.779388,50224048.20499529,130,2015-08-31,2026-05-31,,,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
1302,SCN,Swiscoin,,9807950.38591252,1824703.77431388,5,2016-09-30,2017-01-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
5604,SCRT,Secret,Layer-1;Privacy,1273122851.7235148,26758720.2112036,65,2021-01-31,2026-05-31,Secret,cmcId,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
11451,SDN,Shiden Network,Interoperability;Smart Contract Platform,283889371.4606609,10148979.9980124,35,2021-09-30,2024-08-31,Shiden,cmcId,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
23149,SEI,Sei,Chain;Layer-1,2652123700.0808268,482210989.1363733,34,2023-08-31,2026-05-31,Sei,cmcId,292732145.0,0.6070623681228735,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.6071>= 0.01)
1399,SEQ,Sequence,,22104559.77631243,668394.98725768,29,2016-10-31,2019-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1050,SHIFT,Shift,Algo-Stables;DePIN;Storage,119466200.83515294,3101383.26024568,49,2016-04-30,2020-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1082,SIB,SIBCoin,,70534375.28969264,471477.0531297,55,2015-09-30,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
306,SILK,Silkcoin,,392905.46089822,376270.5840519,10,2015-11-30,2016-08-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
5691,SKL,SKALE,DePIN;Gaming;Layer-1;Layer-2;Modular Blockchain;Smart Contract Platform;Storage,781740637.3584366,35861612.8892469,66,2020-12-31,2026-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
627,SLG,Sterlingcoin,,966105.54586616,303460.10746829,29,2015-11-30,2018-04-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
233,SLR,SolarCoin,,30011789.68588057,1290637.42176995,51,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1159,SLS,SaluS,,81917929.32751215,12145493.53568539,57,2016-02-29,2020-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1828,SMART,SmartCash,,315300677.8999534,9368034.3454631,50,2017-07-31,2021-08-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
113,SMC,SmartCoin,,1987703.27724952,28525.22211564,13,2017-03-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
799,SMLY,SmileyCoin,,5207294.83196192,456814.46700576,39,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
951,SNRG,Synergy,,11819928.3827698,250895.2372405,33,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1111,SOIL,SOILcoin,,238970.51715481,209164.10943699,19,2016-03-31,2018-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
5426,SOL,Solana,Canonical Bridge;Dexs;Layer-1;Modular Blockchain,113504896442.70692,47615418414.26975,69,2020-08-31,2026-05-31,Solana,cmcId,49459972217.0,1.038738582252539,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=1.0387>= 0.01)
2827,SOUL,Phantasma,Dexs;AI/Big Data;NFT;DePIN;Storage;Gaming;Layer-1;Metaverse;Smart Contract Platform,369894203.9211753,21987847.84429872,31,2021-11-30,2024-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
914,SPHR,Sphere,,19248854.322039,5234080.97158249,49,2015-11-30,2021-02-28,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
702,SPR,SpreadCoin,Yield;Yield Aggregator,23318058.02543961,8761.0799809,39,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
47,SPT,Spots,Farm,163606.48633385,101818.00312035,26,2016-01-31,2018-02-28,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
57,SRC,SecureCoin,,3122192.72194441,157721.50338233,31,2015-08-31,2018-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
6187,SRM,Serum,Dexs;Launchpad;DEX;Derivatives;Smart Contract Platform,994670974.9890838,17965087.89460738,43,2020-08-31,2024-03-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
38892,STABLE,Stable,Lending;Layer-1;Payments,879833271.1001639,879833271.1001639,6,2025-12-31,2026-05-31,Stable,symbol,160963.0,0.00018294716202165,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
389,START,Startcoin,,9175382.13152646,362767.13607369,37,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1343,STRAX,Stratis,Smart Contract Platform,1384480444.6752818,217305857.26838905,91,2016-08-31,2024-02-29,Stratis,symbol,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
22691,STRK,Starknet,Canonical Bridge;Lending;Layer-2;Modular Blockchain;Privacy;Smart Contract Platform;Zero Knowledge,1588847852.839682,242819322.42273945,28,2024-02-29,2026-05-31,Starknet,cmcId,162695180.0,0.6700256733142255,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.6700>= 0.01)
1183,STS,Stress,,629669.57243856,629669.57243856,21,2016-04-30,2017-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
4847,STX,Stacks,Chain;NFT;Gaming;Layer-2;Metaverse;Smart Contract Platform,5324584881.139418,434225951.8209108,76,2020-01-31,2026-05-31,Stacks,cmcId,52178907.0,0.1201653350777162,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.1202>= 0.01)
20947,SUI,Sui,Canonical Bridge;Layer-1,12506126488.528765,3581364656.9377613,37,2023-05-31,2026-05-31,Sui,cmcId,1803567362.0,0.5035977999353287,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.5036>= 0.01)
341,SUPER,SuperCoin,Services,5886931.43803451,51929.07369526,24,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1085,SWING,Swing,,474376.83629955,152334.96498439,17,2016-11-30,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
58,SXC,Sexcoin,,29003475.67251655,1854657.49044832,35,2015-08-31,2018-07-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2381,SXDT,Spectre.ai Dividend Token,Exchange Token;Smart Contract Platform,55236314.27146279,9333585.79561009,27,2018-01-31,2020-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1304,SYNX,Syndicate,,17341377.83084393,510503.25303038,36,2016-07-31,2019-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
541,SYS,Syscoin,NFT;Layer-1;Modular Blockchain;Privacy;Zero Knowledge,603961540.9376446,13401907.23153985,126,2015-08-31,2026-01-31,Syscoin,cmcId,0.0,0.0,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
61,TAG,TagCoin,,3166625.62348213,97235.52239138,32,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
295,TALK,BTCtalkcoin,,755242.39112271,408600.5379004,20,2016-04-30,2018-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1894,TCC,The ChampCoin,,25011678.98404465,422397.4633814,26,2017-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1674,TECX,TrumpElon CannationX,,203348966.4283136,50636403.86052291,17,2023-05-31,2024-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
325,TEK,TEKcoin,,566432.55208088,270900.32672627,35,2015-08-31,2018-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2394,TEL,Telcoin,Payments;Identity;Layer-1,1710169380.6317809,253519085.6313061,101,2018-01-31,2026-05-31,,,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
114,TES,TeslaCoin,,7643166.66182167,349619.61663655,24,2016-06-30,2018-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
79,TGC,Tigercoin,Luck Games,896774.32664718,896774.32664718,18,2016-08-31,2018-01-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
416,THC,HempCoin,,133870599.47671165,1781922.67741687,37,2016-06-30,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2416,THETA,Theta Network,AI/Big Data;NFT;DePIN;Layer-1;Metaverse;Smart Contract Platform,12367095438.0944,189584115.3035059,101,2018-01-31,2026-05-31,Theta,cmcId,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
22861,TIA,Celestia,Canonical Bridge;Layer-1;Modular Blockchain,3650490252.253781,367924996.2086477,32,2023-10-31,2026-05-31,,,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
87,TIPS,FedoraCoin,,43552004.39635735,260971.79398573,51,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
513,TIT,Titcoin,,1104848.52622554,13130.46710769,30,2015-12-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
59,TIX,Tickets,,2764513.7374317,100715.0860839,26,2015-08-31,2017-09-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
4660,TLOS,Telos,NFT;Layer-1;Payments;Privacy;Smart Contract Platform;Zero Knowledge,275217392.10784745,21306483.00673241,71,2019-10-31,2025-09-30,Telos,cmcId,1226.0,5.7541171840167574e-05,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2235,TNB,Time New Bank,Smart Contract Platform,172302161.25409874,26423715.61140638,53,2017-11-30,2022-09-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1833,TOA,ToaCoin,,15349683.10804844,2977767.2146517,25,2017-08-31,2021-01-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
11419,TON,Toncoin,Layer-1,18791752197.00937,5045665110.938358,54,2021-12-31,2026-05-31,TON,cmcId,222118309.0,0.04402161144592728,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.0440>= 0.01)
2467,TRAC,OriginTrail,AI Agents;AI/Big Data;DePIN;Interoperability;Layer-1;Privacy;RWA;Smart Contract Platform,588091568.6982619,185725699.0203496,100,2018-02-28,2026-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
4944,TRB,Tellor,,512218645.3971542,46682630.89078105,69,2020-08-31,2026-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
4,TRC,Terracoin,,5674180.64541358,675684.120632,47,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
638,TROLL,Trollcoin,,1343234.84015522,232706.15295011,33,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1638,TRST,WeTrust,Smart Contract Platform,61372641.47043224,777703.86322795,32,2017-04-30,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2457,TRUE,TrueChain,Prediction Market;Smart Contract Platform,113713145.69858536,17563305.56813969,42,2018-05-31,2021-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1185,TRUMP,TrumpCoin,Meme,1053405.31400012,58332.05709499,25,2016-04-30,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1958,TRX,TRON,Chain;Storage;Layer-1;Payments,33267091066.21693,33267091066.21693,105,2017-09-30,2026-05-31,Tron,cmcId,1550134275.0,0.04659662823883562,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.0466>= 0.01)
1032,TX,TransferCoin,,18846369.36556068,79790.233116,44,2015-12-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
588,UBQ,Ubiq,Services,233665381.68331704,11416274.85714621,72,2015-08-31,2021-09-30,Ubiq,cmcId,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
168,UFO,Uniform Fiscal Object,,11792860.40310933,453477.31521993,36,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
334,UNB,UnbreakableCoin,Derivatives,6393666.44328834,410479.98252735,32,2015-08-31,2018-09-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
176,UNC,UnionCoin,,580506.6875,292110.0,20,2015-08-31,2017-03-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
67,UNO,Unobtanium,Insurance;Payments,32895073.84810362,14262271.76396969,61,2015-08-31,2020-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
380,URO,Uro,Bridge,131588.37498007,69703.87231339,31,2015-08-31,2018-02-28,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1617,USC,Ultimate Secure Cash,,1171922.51425518,381655.35692973,11,2017-04-30,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
111,USDE,USDe,Derivatives,315939.91117235,315939.91117235,9,2015-08-31,2017-12-31,Ethereal,symbol,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
33979,USUAL,Usual,RWA;Synthetics,441024742.538671,23971314.16840775,18,2024-12-31,2026-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
121,UTC,UltraCoin,,1563779.86862831,161701.82715203,30,2015-08-31,2018-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2371,UTT,United Traders Token,Payments;Smart Contract Platform,14738631.44287587,10759021.26239131,16,2018-12-31,2021-02-28,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2645,UUU,U Network,Smart Contract Platform,64647372.90116,2751432.95228078,19,2019-06-30,2021-01-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1154,VAL,Validity,Reserve Currency;Yield,48947367.51772179,9894890.7204675,94,2016-01-31,2024-01-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
